feat_name,importance,totalImp
minimum NsValence,0.0012694354744818249,0.006905613402455891
range NfUnfilled,0.0005100264724234732,0.006585751372482157
mode NfUnfilled,0.0005810435162960899,0.0062082553340449195
minimum NfUnfilled,6.511650619916827e-05,0.006129891983546002
mode SpaceGroupNumber,0.001016709686591717,0.006058747351706746
mode NsValence,0.0009600322982351089,0.00593539593882756
maximum NfUnfilled,0.0009181035552995215,0.00593303656952065
maximum SpaceGroupNumber,0.0012766539892881152,0.005561502131465446
minimum NdValence,0.0006400890260331413,0.0052124872417772476
range NsValence,0.0006864876974619895,0.004387192819685146
maximum GSmagmom,0.0006283366652503014,0.004278176669692763
mode NfValence,0.0005212877961683716,0.0034619659333121654
mode NpValence,0.00036625830829223343,0.0028487003410266848
minimum NdUnfilled,0.0007228153181362756,0.0027192659223713735
0-norm,0.00039568772844262765,0.0026352992973051486
maximum NsUnfilled,0.00030908651463346337,0.002391609803726044
mode NpUnfilled,0.00036672075834431466,0.0020681723334708465
minimum NfValence,0.00014238433789684707,0.0014357240444931693
compound possible,0.0003111454246532651,0.0012443386000440357
minimum GSbandgap,3.0123014782240478e-05,0.0011504896093839099
mode NsUnfilled,0.0002301112861461943,0.0010189603244879894
maximum NsValence,4.988690285877677e-05,0.0007770067630121184
minimum NpValence,6.386952241699029e-05,0.0006075514104791208
minimum GSmagmom,0.00010840897486671665,0.0005471236604039615
minimum NsUnfilled,1.3351284614985706e-05,0.0005363247408288074
minimum NpUnfilled,1.296988450672056e-05,0.0005083077618236516
